fire_intensity,wind_speed,wind_direction,humidity,temperature,radius_km
32.78469630811499,116.47380917155034,296.22338026969004,36.126753281287534,-39.22133850961285,9.836428865064587
71.16404207474896,165.6875258863761,29.50097883648796,6.219367254441021,47.73602265348259,48.91610996963362
47.625307153749766,89.2328174085508,132.94591787201225,52.625560315514875,14.706340368736747,14.062205420992521
51.89449994178468,78.95649503471671,94.92973543963846,49.8827305707791,-3.423558550951668,14.79924086411152
44.00799549297828,186.20712153288724,176.23478400273697,97.32724831769045,40.61930133337307,11.825647302118536
14.43461813463709,25.424795575088854,256.0142043588803,12.938518798374975,27.497715327519188,4.509692502570279
86.32716575945996,23.611631534204935,76.55131402578692,47.335556173777114,32.114593664201834,21.06174387916126
94.40695610569915,73.86641192689143,342.6558309998794,60.16002137386634,-5.051815493874422,22.102900071656755
12.086642808903726,114.35295088528181,14.501570971309388,15.330451069580175,-9.1385910396151,5.798094812450561
99.1020101118533,60.65201654133392,174.93319459313156,79.1203701070468,-34.36462136941273,20.57299187541079
58.96242441367877,9.730209316046,321.9310542185532,88.90572062394195,-26.286039872925848,5.273334891459897
81.91250692282641,97.75873124910257,44.03804598088136,34.864894351038735,45.74691895332241,32.45613817540205
41.757515431326944,114.61181835785787,203.67503138523392,90.02872879641,35.948428373810785,11.040793223059993
47.522754843875745,144.0066990758232,218.05549567797374,76.19512314984372,5.524024739940678,14.00143964336722
46.09361645704416,89.9858782697033,161.66690598155358,86.63455525626551,-14.226208479518846,11.472665336553161
79.98116211948575,132.90046248374802,147.4661977544773,23.282228335920287,-6.506315787957867,35.55862635577489
54.09944507913269,191.61589841610765,320.41553943987657,73.59127944512299,21.05081826253449,23.255360248851662
86.59535733283667,141.44172523141515,205.91812571018423,79.61587814360495,27.81387339512473,21.841217057323917
56.104435507327075,24.756322270503905,201.36701636504182,19.242673333859685,18.05744602979553,17.172063967769922
57.68555831731496,10.574877198476784,205.28797796242955,18.939587288020977,2.3419261372854336,10.902023872485792
89.68642802436952,24.056635287783145,337.02545159659826,17.97434014259037,-47.91290581043157,18.486725746375146
78.67570460275188,49.05733887805126,254.02237282701043,88.76558287408407,-1.1347583732659103,14.792690291196784
80.69210241253961,121.37096422974938,144.64723148943102,4.4983643974907945,44.81717692854528,58.143818592765214
2.3263248353872834,87.40348395780921,149.37711245313653,85.96484104387592,-15.087932109674753,0.4092662884293009
25.71777931677184,22.92892482844906,35.76010789752405,16.81559926670173,-34.15623217751397,3.089107788037446
25.55545253180317,17.925712696056607,110.4459186105378,40.727643429196306,-31.38898472129919,4.824773095943657
61.44754287684212,65.05813923695361,9.781629270227414,5.850178225356584,-7.106631764308638,27.938144066590244
32.00414638404588,82.5645623997018,116.71840468687076,37.551315830333166,41.05155385244761,15.133726222793108
12.096626350192807,40.511891602908,270.76814603002117,58.60290768481129,4.22773849925651,2.8378171039047055
75.23899786503706,77.00973592602767,41.4292938779556,6.063197790336938,1.1305886569866388,27.72873746783934
40.707646359099606,96.8343019916213,146.6977643078183,23.374045575957815,47.47714856303119,21.992052185974686
26.915973837729734,192.69493756618004,243.0350744466736,24.631609591080462,11.01781950645595,14.165871865425181
78.52141866503011,60.922568393119626,146.42853171045786,8.39083555808503,19.9378893900481,32.529718316045745
20.345690684677344,193.58230254406783,134.38987936495474,98.53087154640878,36.02260289317192,8.171067405969389
53.75356298134671,84.75049132310166,328.13738345991675,45.174200118923245,-49.88988355256015,15.736733676776145
46.46520537221017,165.87435695637748,104.129803740242,97.20818040324872,-49.9402775122281,15.146247312144663
93.35068160430394,96.43725197509367,215.23239054024233,83.94877216219737,-8.183113411690265,23.888354334609943
35.14179203095933,126.44138814919313,210.65729992573193,51.03284216024823,-44.99667966547763,9.902913063647944
73.91829455948567,112.61631558825853,108.229805471729,39.530490114114656,-36.47253385666914,23.948717558961796
13.96502682944668,111.29581630054301,100.60498741403626,43.196243204809846,17.148984041290177,4.1487291868036555
95.74171736989658,63.660788363116396,245.5563585486043,34.26352563140532,-21.25034132778319,24.021351283663655
75.26940011065759,90.54361622484495,88.53418259635363,98.30219471576679,-12.420721477503868,13.988424052280736
45.97993415519049,119.90273345776981,5.714861818004864,69.18450603911708,21.108762111130034,14.856936337818224
0.2047513490816555,95.30579001349098,324.5201978344343,67.27064041311742,-4.552066392176066,0.10228532308050584
89.52681772149349,140.65993501093493,274.48748693916787,53.81314537014721,36.6035758438649,36.1680130433231
64.90972761159128,15.504623262061656,11.141107390269521,83.20838646296903,23.877438597153457,12.449286897325143
67.22459131733744,70.59894647008034,292.6012490354144,82.7466835091344,-10.623768549094997,14.113740395225282
17.71866369183792,153.59316887240067,250.93084837620242,0.8431375956266085,0.8961784895723213,10.365540166749867
93.62478494121943,88.91553135121359,79.74747529277204,1.9781669664539314,-19.075206779979332,35.21445776896168
